seq,len,probability,valid
RRPPPLLPRPPRRR,14,0.999982476234436,True
RRRRLLRRRRRKRR,14,0.9999920129776001,True
RLLRLRRRLRRRRR,14,0.9999021291732788,True
YYFFGFFFLGNNFN,14,0.00041072419844567776,False
RRLRLLRRRRRRRK,14,0.9999674558639526,True
RRLRLRLRLRRRRL,14,0.9986440539360046,True
RRLLLRRRRRRRRR,14,0.9999569654464722,True
RRRLRRRRRRRRKR,14,0.9999942779541016,True
RLLLRRRRLRRRRR,14,0.9999191761016846,True
PPLRPPVLPPVPRL,14,0.9773625731468201,True
RKRRKRRKKRRKRR,14,1.0,True
RRRRLRRRRRRRRR,14,0.9999856948852539,True
YPRPPRVLLPRFNL,14,0.9998995065689087,True
RRRRKRRRRRRRRR,14,0.9999996423721313,True
LLLRLLRRLRRRLR,14,0.9993796348571777,True
LLVPPLLPRPLKRR,14,0.9989062547683716,True
RRRRRRLRRRRRRR,14,0.9999868869781494,True
RRRKRRRRRRRRKR,14,0.9999998807907104,True
LLKLLLKLRLRKRR,14,0.9999247789382935,True
YLFLGLFTGRRNNF,14,0.000487562152557075,False
RRRKRRRRRRRRRR,14,0.9999996423721313,True
RPPRPRPRLPPLRK,14,0.9999899864196777,True
RRLRRRRRLRRRKR,14,0.9999910593032837,True
YRGLLLFGNRRFGF,14,0.003353901207447052,False
RRRRRRRRRRKRRR,14,0.9999996423721313,True
KRRRRLLLRRRKRR,14,0.99998939037323,True
RPPLRPLRRLPRRL,14,0.9999498128890991,True
RLLLLRRLRRRRRR,14,0.999790608882904,True
RRLRRRRRRRRRRK,14,0.9999910593032837,True
RLLRLRRRRRRKRR,14,0.9999793767929077,True
YFPPLPGFLPFFFP,14,0.0022719609551131725,False
RRLRLRRLRRRRRR,14,0.9999415874481201,True
LRRLLRLRLRRRRR,14,0.9996932744979858,True
VPPPRVLLLRRRKR,14,0.9997742772102356,True
RRRRRLRRLRRKKR,14,0.9999914169311523,True
RRRRLLRRRRRRRR,14,0.9999775886535645,True
RRRLRLRLRRRRRR,14,0.9998652935028076,True
RRKLKKLRRRKRRK,14,0.9999991655349731,True
RRRLLLLRLRRRRL,14,0.9993230104446411,True
LLLLRLRRRLLRKL,14,0.9995434880256653,True
RLLRLRRRRRKKKR,14,0.9999902248382568,True
RRRRRRRRRRRRRK,14,0.9999994039535522,True
KKRRRKLLRRKKRL,14,0.9999963045120239,True
RRLKLRRLRRRRRR,14,0.9999872446060181,True
RRLLRLLRRRRRRK,14,0.9999547004699707,True
KRRKRLRRRRRRRR,14,0.9999939203262329,True
YPGFEGRFFNFNNF,14,0.01923443004488945,False
RRPPRRRRRPPRRL,14,0.9999971389770508,True
RRLRLRRRRRRKRR,14,0.9999879598617554,True
RRRRRRRLRRKRRR,14,0.9999936819076538,True
RRLRRRRRLRKRRR,14,0.9999911785125732,True
RRPPLVVPPPPVRR,14,0.9930182695388794,True
RRRRRRLRRRKRRR,14,0.999995231628418,True
RLLLLLLLLKRRRR,14,0.9959736466407776,True
VRVVPRVPPPVRPP,14,0.9980713725090027,True
RRRRLRRRRRRRKR,14,0.9999947547912598,True
RRRKRLLLRRRRRR,14,0.9999773502349854,True
RRRKPLLRLRLRRK,14,0.999446451663971,True
YRRLRRRRGRRKRR,14,0.999995231628418,True
RRRRRLRRRRRRRR,14,0.9999854564666748,True
RPRYPPLRLGNNPF,14,0.22240862250328064,False
RLRRRRLRRRRRRR,14,0.9999699592590332,True
RLRRRRRRRRRRKR,14,0.999992847442627,True
RLPLLPLVPPPVVP,14,0.0447002574801445,False
RRRLRRRLLRRRRL,14,0.999936580657959,True
VPPVVVPPPPVPVP,14,0.99763023853302,True
RLLLLLRLRRRLRL,14,0.9771579504013062,True
RRLRRRLKRRRRRR,14,0.999992847442627,True
RRRRRRRRRRRKKR,14,0.9999997615814209,True
LRRRLRRRRKKRRK,14,0.9999963045120239,True
YVRSSVSLLPVRFR,14,0.1485058218240738,False
KRRRRRRRRRRRRR,14,0.9999994039535522,True
RRLRRRRRRRRRKR,14,0.9999947547912598,True
RLLLKRRRRRRKKR,14,0.9999945163726807,True
LLRRRLRLRRRRRR,14,0.999906063079834,True
RRLLLLRRRKRKRR,14,0.9999867677688599,True
LRRRRRLRRRRRRR,14,0.9999769926071167,True
PPRPPVVVPPWVVP,14,0.9968501925468445,True
RRRRRRRRRRKRKR,14,0.9999998807907104,True
RRLRLRRRRRRRRK,14,0.999977707862854,True
RLLLLLRLRRRRRR,14,0.9987342953681946,True
RRRLLLLLLRLRKR,14,0.9984948635101318,True
RRRPRRRLPPRKRR,14,0.9999980926513672,True
RRRRRLLRRRRRKK,14,0.9999914169311523,True
RKRKRRRRRRRRRR,14,0.9999997615814209,True
RPPLPLPLRLPKRP,14,0.9997908473014832,True
RKRRRLLRRRRRRK,14,0.9999935626983643,True
RRLRRRRLRRRRRR,14,0.9999784231185913,True
RRRRRLRRRRRRRK,14,0.9999909400939941,True
RLLLRRRLRRRRRK,14,0.9999463558197021,True
RLRRLRRRRRRRRR,14,0.9999665021896362,True
RLLLRLRRRRRRRR,14,0.9998527765274048,True
RRRLLLRLLLRRRR,14,0.9993840456008911,True
PRPPPPRPRPKVRP,14,0.9999891519546509,True
RPLLLLLLLRRLRP,14,0.99815434217453,True
YLRPPPPPPPPVRL,14,0.999165415763855,True
RLRLRLRRRRRRRR,14,0.9998212456703186,True
RRRRLRRRRKRRRR,14,0.9999946355819702,True
RRLLRRLRPPRVRK,14,0.9999803304672241,True
KKRRLLRLLRRRRR,14,0.9999662637710571,True
RPPYPRPPPPPLNP,14,0.9997566342353821,True
VPVPPPLPLPPRPR,14,0.9994671940803528,True
RRRKRRRRRRKRKK,14,1.0,True
RLLLRLLLLLRRRR,14,0.9926677346229553,True
RRLLLRLLLRRRLL,14,0.998449444770813,True
RKRLLRRRRRRRRR,14,0.9999836683273315,True
RRRLLRLLLRKRRR,14,0.9998986721038818,True
RLRLLRRLRRRKRR,14,0.9999585151672363,True
LLRLLRLKRRRRRK,14,0.9999450445175171,True
VVWWPTSSGGVVVT,14,0.8235186338424683,True
YFEGGGFFFGGGFF,14,0.0009388278122060001,False
KRKRKRRRRRRRRR,14,0.9999998807907104,True
RLRLLRRRRRRRRR,14,0.9999254941940308,True
LLLKRLRRRRRRKR,14,0.9999833106994629,True
LRRPLLLRRLRRRR,14,0.9998834133148193,True
KLRRLRRLRRRRRR,14,0.999974250793457,True
RRLLKLRRRRRRRR,14,0.9999861717224121,True
KRRRLRRLRRRRRK,14,0.9999915361404419,True
LRRRLLRRRRRRKR,14,0.9999876022338867,True
YGGRLGGRFFKFNF,14,0.051462650299072266,False
LRRLRRLLRRRRRR,14,0.9999487400054932,True
YPRPRRLPRRRRFK,14,0.9999889135360718,True
RRKRRRRRRRRRRR,14,0.9999996423721313,True
LRRLRLRLLPLVRL,14,0.8008759617805481,True
YGEEFGEFFENFFE,14,0.436206191778183,False
RVPLLRLRPPLRLR,14,0.9175719618797302,True
RRPRRRRRRRRRRR,14,0.9999985694885254,True
RRLRRRRRRRRKRR,14,0.9999948740005493,True
RRRRRRRRRKRKRR,14,0.9999998807907104,True
KLRLRRLRRRRRRR,14,0.9999551773071289,True
RLLLLRRLRRRKRR,14,0.9999397993087769,True
RLLRLRRRRRRRKR,14,0.9999781847000122,True
RRPPLRLPRPRRPL,14,0.9999774694442749,True
RRRRLRLRRPRRLR,14,0.9999774694442749,True
RRRRRRRRRRRKRK,14,0.9999997615814209,True
LLRLRLRLRRKRRR,14,0.9997351765632629,True
RRRRLLLLRRRKKK,14,0.9999606609344482,True
RRRLRLLRRRRRRR,14,0.9999430179595947,True
YGGYFENFFFGNFF,14,0.0364227257668972,False
RKLPLLRLRRRRKR,14,0.9999680519104004,True
RLRRLLRRRRRRRR,14,0.9999512434005737,True
RLLLRRRRRRRRRR,14,0.9999457597732544,True
RRKRRLRRRRRRRK,14,0.9999959468841553,True
RRRLRRLRRKRRRR,14,0.9999862909317017,True
RRRKRRRRRRKRKR,14,1.0,True
RRRLRRLRRRRRRR,14,0.9999746084213257,True
RLRRRRLRKRKRRR,14,0.9999949932098389,True
LLLLRRLLLRLKRR,14,0.9995638728141785,True
YRFGKFFFGRFNFR,14,0.00020028809376526624,False
RRKRLRRRRRRRRR,14,0.9999915361404419,True
KRRLLLLRRRRRRK,14,0.999966025352478,True
RLRLRLLRRRRRRR,14,0.9997592568397522,True
LRRLRRRRRRRRRR,14,0.9999741315841675,True
RRRLKRRRLRRRRR,14,0.9999933242797852,True
RRRKRRRRRRRKRK,14,0.9999998807907104,True
RRRLRRLLRRRRRR,14,0.9999632835388184,True
RPPRLPLRPPPVPL,14,0.999875545501709,True
RRRRLKRLRRRRRR,14,0.9999904632568359,True
RLLRLLRRRRRRKK,14,0.9999616146087646,True
RKRLLRLRRRRRRR,14,0.9999614953994751,True
RRRRLLRRRRRRKK,14,0.9999910593032837,True
LLLLLLRLLLRRRR,14,0.9773327112197876,True
RLRLRLLLRRKKKR,14,0.9997153878211975,True
RLPPLPRRLPRRRR,14,0.9999680519104004,True
RLLRLRLRRRRRRR,14,0.9998108744621277,True
RRRKLRRRRRKRRR,14,0.9999980926513672,True
RRRLRRRRRRRRRR,14,0.999984622001648,True
RRRRLRRKRKRRKL,14,0.9999979734420776,True
YGLLGGGRRRRRFR,14,0.4497206211090088,False
RLRLLRLRRRRRRR,14,0.9997685551643372,True
RRLLLLRRLRRRRR,14,0.9998227953910828,True
RRRRRRRRLRRRRR,14,0.9999858140945435,True
KRRRLLRRRRRRRR,14,0.9999868869781494,True
YYRLPLLLRRPRFR,14,0.427244633436203,False
LPPPLRRRRPRVRL,14,0.9998670816421509,True
KRRLRRRRRRRKRR,14,0.9999963045120239,True
RLLPPLRRRPPPPR,14,0.9999880790710449,True
RRLLRLRRRRRRRR,14,0.9999480247497559,True
RRRRLRLRPKRRRR,14,0.9999831914901733,True
RYFFGLLNGPYNNF,14,0.0019557636696845293,False
RLLKLRLLLRRRRR,14,0.9998874664306641,True
RRLLRLLRRRRRRR,14,0.9999268054962158,True
RRLLRRRRRRRRRR,14,0.9999786615371704,True
RLRLLLRRLKRLLR,14,0.9997501969337463,True
RRLLLRRRRRRKRK,14,0.9999890327453613,True
RRRRRRRRRRKRKK,14,0.9999998807907104,True
RKRRRRRRRRKRRK,14,0.9999998807907104,True
KRLLLRRRKRRRRK,14,0.9999915361404419,True
YEEEGEEFERNFNE,14,0.009996798820793629,False
RPLLPRRRPVVRLL,14,0.9999207258224487,True
YLPRPLPVPRPPVP,14,0.9999226331710815,True
YRPLRLRRRRRRRR,14,0.9999843835830688,True
RRRRRRLRLRRKRR,14,0.9999821186065674,True
LRRRLRRLRRRRKR,14,0.9999878406524658,True
RRPPPRPRPRRPRR,14,0.9999996423721313,True
PRPRPPLPPPRRPL,14,0.9999902248382568,True
RRLRLRLLRRRRRR,14,0.999860405921936,True
RRRLRLRPPPPKRP,14,0.9999827146530151,True
RLLKRLRRRRRRRR,14,0.9999810457229614,True
RRKRRRRRRRKRKR,14,1.0,True
RLKRRLLLRRRRRR,14,0.9999754428863525,True
PRRRPPRPPPPPKR,14,0.9999994039535522,True
RKLRRLRLRRRRRR,14,0.9999790191650391,True
RKRLRRLRRRRRRR,14,0.9999821186065674,True
RRKLLRRRRRRRRR,14,0.9999885559082031,True
RVPPLLRVLPRPRK,14,0.9804204702377319,True
RRLRRLLRRRRRRR,14,0.9999656677246094,True
RRPPPRVRPPRRRR,14,0.9999923706054688,True
RRLKLRRRRRRRRK,14,0.9999935626983643,True
RLRRRRRRLRRRRR,14,0.9999719858169556,True
RKRLLLLRRRRRRR,14,0.9999381303787231,True
RRLLRLRRLRRRRR,14,0.999910831451416,True
RLRPRRLLLPVRVR,14,0.999651312828064,True
YGLPPSLEPPNFNF,14,5.0831795306294225e-06,False
RRRLLRLKRKRRKR,14,0.9999940395355225,True
RRRLLRLRRRRRKR,14,0.9999809265136719,True
YRYPGSVFFPVFNF,14,0.09961944818496704,False
KRLPPLLVRPLKRR,14,0.9997597336769104,True
RRKRLLRLLRRRRR,14,0.9999562501907349,True
RLRRLLRLPRRRRL,14,0.9996941089630127,True
RRRRKRRRRRRRKL,14,0.9999978542327881,True
RKLRLRRLRRRRRR,14,0.999976634979248,True
RLRLLLLRRRRRRR,14,0.9995330572128296,True
RRLLLLRRRRRRRR,14,0.999906063079834,True
RRRRRRRRRRKKRR,14,0.9999998807907104,True
LRLRLLRLRRRRRR,14,0.9995129108428955,True
PRLPPLVPRPRRPL,14,0.999671220779419,True
RKRLLRRRRRRRRK,14,0.9999895095825195,True
RLLKLRLRRRRRRR,14,0.9999572038650513,True
KRLRLLRRRRRRRK,14,0.9999743700027466,True
RKRLLLRRRRRRRR,14,0.9999703168869019,True
RRPLRLRRPRKRRR,14,0.9999957084655762,True
RRLRLLRRRRRRRR,14,0.9999485015869141,True
RRRLRRLLLRRRRK,14,0.9999500513076782,True
RRRLRRRRRRRKRR,14,0.9999945163726807,True
RPPPPRLPLPRRRP,14,0.999981164932251,True
RRRLRLRLRLRRRL,14,0.9978286623954773,True
RLRLRLLLRRRRRR,14,0.9992167949676514,True
LLLLLLRRRRRRRR,14,0.9993020296096802,True
YGFGGEFEENRNNE,14,0.8536003232002258,True
VLLPPPLVPKVVKP,14,0.22879330813884735,False
PRRLLPLLPPRPVR,14,0.9999028444290161,True
LLLLRRRRRRRRRK,14,0.9999362230300903,True
RGLGSRLRRRRFFG,14,0.9947741627693176,True
LLRRRRRLRRRKRR,14,0.9999876022338867,True
PPPPLLPPLPPVRV,14,0.5443949103355408,False
RRRRPLRRPPRKRR,14,0.9999973773956299,True
LRLRPRRLPPRKLR,14,0.9999936819076538,True
VVVPPRLRLPPRVK,14,0.978884220123291,True
LRLRRPVVLPKRRP,14,0.9999573230743408,True
RLLLLLRLRRRRLR,14,0.9965356588363647,True
RRLRRRVRPRPVKR,14,0.9999474287033081,True
LLLRLLRRRRRRRR,14,0.9998202919960022,True
YRPPRPLRPRKRFN,14,0.999998927116394,True
LLLLLLLRLLRLRK,14,0.7748724818229675,False
RRLRRLLRRRRRKR,14,0.9999876022338867,True
RLRRRRRLRRRRRK,14,0.9999806880950928,True
RRRRRRRRRKRRRK,14,0.9999997615814209,True
YGGRRLGGGRRFFF,14,0.9298173189163208,True
RPVPPRRRLPRRRL,14,0.9999781847000122,True
YRPPRLPPPRRNPR,14,0.9999685287475586,True
RRRRRRRRRRRRLR,14,0.9999842643737793,True
RRLRLRRRLRRRRK,14,0.9999603033065796,True
RLRRLRLLLRRRRR,14,0.9996888637542725,True
YFEYGGRNNNGNFF,14,0.5159311294555664,False
